Slot,Square,Multiply,Reduce
3212,0,42,41
3213,42,42,0
3214,42,42,0
3215,0,42,41
3216,0,42,41
3217,0,42,41
3218,0,42,41
3219,0,42,41
3220,0,42,41
3221,0,42,41
3222,0,42,41
3223,0,42,41
3224,41,0,41
3225,0,42,41
3226,0,42,41
3227,0,42,41
3228,0,42,41
3229,0,42,41
3230,0,42,41
3231,41,42,41
3232,0,42,41
3233,0,42,41
3234,0,42,41
3235,0,42,41
3236,0,42,41
3237,0,42,41
3238,0,42,41
3239,41,0,41
3240,42,42,0
3241,41,0,41
3242,0,42,41
3243,0,42,41
3244,0,42,41
3245,0,42,0
3246,41,0,41
3247,42,42,0
3248,41,42,41
3249,0,42,41
3250,0,42,41
3251,0,42,41
3252,0,42,0
3253,0,42,41
3254,0,42,41
3255,0,42,41
3256,41,0,41
3257,0,42,41
3258,0,0,41
3259,41,0,41
3260,41,42,41
3261,0,42,41
3262,0,0,41
3263,0,42,41
3264,0,42,41
3265,0,42,41
3266,0,42,41
3267,0,42,41
3268,0,42,41
3269,0,42,41
3270,0,42,41
3271,41,0,41
3272,0,42,41
3273,0,42,41
3274,0,42,0
3275,0,42,41
3276,0,0,41
3277,0,42,41
3278,0,42,41
3279,0,42,41
3280,0,42,41
3281,41,0,41
3282,0,42,41
3283,0,42,41
3284,0,42,41
3285,0,42,41
3286,0,42,41
3287,0,42,41
3288,0,42,0
3289,41,0,41
3290,0,42,0
3291,0,42,41
3292,0,42,41
3293,0,42,41
3294,0,42,41
3295,0,42,41
3296,0,42,41
3297,0,42,0
3298,0,42,41
3299,0,42,41
3300,0,0,41
3301,0,42,0
3302,0,42,41
3303,0,42,41
3304,0,42,41
3305,0,42,41
3306,41,0,41
3307,0,42,41
3308,0,42,41
3309,0,42,41
3310,42,42,0
3311,0,42,41
3312,0,42,41
3313,0,42,41
3314,0,42,41
3315,0,42,41
3316,0,42,41
3317,0,42,41
3318,0,42,41
3319,0,42,41
3320,0,42,41
3321,0,42,41
3322,0,0,41
3323,41,0,41
3324,0,42,41
3325,0,0,41
3326,41,0,41
3327,0,42,42
3328,0,42,41
3329,0,42,0
3330,41,42,41
3331,0,42,41
3332,0,42,41
3333,0,42,41
3334,0,42,41
3335,0,0,41
3336,0,42,41
3337,0,42,41
3338,41,0,41
3339,0,42,41
3340,0,42,41
3341,0,42,0
3342,0,42,41
3343,41,42,41
3344,0,42,41
3345,0,42,41
3346,42,42,0
3347,0,42,41
3348,0,42,41
3349,0,42,41
3350,0,42,41
3351,0,42,41
3352,0,42,41
3353,0,42,41
3354,0,42,41
3355,41,42,41
3356,0,42,41
3357,0,42,41
3358,0,42,41
3359,0,42,41
3360,0,42,41
3361,0,42,41
3362,0,42,41
3363,0,42,41
3364,0,42,41
3365,0,42,41
3366,41,0,41
3367,41,42,41
3368,41,42,41
3369,42,42,0
3370,0,42,41
3371,0,42,41
3372,0,42,41
3373,0,0,41
3374,0,42,41
3375,0,42,41
3376,41,42,41
3377,0,42,41
3378,41,0,41
3379,0,42,41
3380,0,42,41
3381,0,42,41
3382,0,42,41
3383,0,42,41
3384,41,0,41
3385,41,0,41
3386,0,42,41
3387,0,42,41
3388,0,41,42
3389,0,42,41
3390,0,42,41
3391,42,42,0
3392,0,42,41
3393,0,42,41
3394,0,42,41
3395,0,42,41
3396,41,0,41
3397,0,42,41
3398,41,0,41
3399,41,42,41
3400,0,42,41
3401,0,42,41
3402,0,42,41
3403,0,42,41
3404,0,42,41
3405,0,42,41
3406,42,42,0
3407,41,42,41
3408,0,42,41
3409,0,42,41
3410,0,42,41
3411,0,42,41
3412,0,42,41
3413,0,42,41
3414,0,42,0
3415,0,0,41
3416,41,42,41
3417,0,42,41
3418,0,42,41
3419,0,42,41
3420,0,42,0
3421,42,42,0
3422,0,42,41
3423,0,0,41
3424,0,42,41
3425,41,42,41
3426,0,42,41
3427,42,42,0
3428,41,0,41
3429,42,42,42
3430,42,41,42
3431,42,41,42
3432,0,42,42
3433,0,42,42
3434,42,83,42
3435,42,83,84
3436,0,42,42
3437,42,41,42
3438,42,83,42
3439,0,42,41
3440,0,42,41
3441,0,42,41
3442,0,42,41
3443,0,42,41
3444,0,42,41
3445,0,42,41
3446,0,42,41
3447,41,0,41
3448,0,42,41
3449,0,42,0
3450,0,42,0
3451,0,42,0
3452,41,42,41
3453,41,0,41
3454,42,42,0
3455,0,42,0
3456,42,41,42
3457,42,41,42
3458,42,41,42
3459,42,41,42
3460,42,41,42
3461,0,41,42
3462,42,41,42
3463,0,41,42
3464,42,83,84
3465,42,41,42
3466,42,41,42
3467,42,41,42
3468,0,42,41
3469,0,42,0
3470,41,42,41
3471,0,42,41
3472,42,42,42
3473,0,42,42
3474,0,42,41
3475,0,42,41
3476,0,42,0
3477,0,42,0
3478,42,42,41
3479,42,42,42
3480,42,83,83
3481,0,42,41
3482,83,41,42
3483,0,42,42
3484,0,42,0
3485,42,83,42
3486,0,42,41
3487,0,42,41
3488,0,42,41
3489,0,42,41
3490,42,41,42
3491,0,42,0
3492,0,42,41
3493,0,42,41
3494,0,42,41
3495,0,42,41
3496,0,42,0
3497,0,42,0
3498,42,42,42
3499,0,42,42
3500,0,42,41
3501,0,42,41
3502,0,42,41
3503,0,42,41
3504,0,42,41
3505,41,42,41
3506,41,42,41
3507,0,0,41
3508,0,42,41
3509,0,0,41
3510,41,42,41
3511,0,42,41
3512,41,0,41
3513,41,42,41
3514,0,42,41
3515,0,42,41
3516,0,42,41
3517,41,0,41
3518,0,42,41
3519,0,42,41
3520,0,42,41
3521,0,42,0
3522,41,0,41
3523,0,42,41
3524,0,42,41
3525,41,0,41
3526,41,42,41
3527,42,42,0
3528,41,42,41
3529,0,42,41
3530,0,42,41
3531,41,42,41
3532,41,42,41
3533,0,42,41
3534,0,42,41
3535,0,42,41
3536,0,42,41
3537,0,0,41
3538,0,42,41
3539,0,42,41
3540,0,42,41
3541,0,42,41
3542,0,0,41
3543,0,42,41
3544,0,0,41
3545,41,42,41
3546,0,42,41
3547,0,42,41
3548,41,42,41
3549,0,42,41
3550,0,42,41
3551,0,42,41
3552,41,42,41
3553,0,42,41
3554,0,42,41
3555,0,42,41
3556,42,41,84
3557,0,0,0
3558,0,0,0
3559,0,0,0
3560,42,41,83
3561,42,41,42
3562,0,42,42
3563,42,41,42
3564,42,83,42
3565,42,41,42
3566,42,41,42
3567,42,41,42
3568,0,42,41
3569,0,42,41
3570,0,42,41
3571,0,42,41
3572,0,42,41
3573,0,42,41
3574,0,42,41
3575,0,42,41
3576,0,42,41
3577,41,42,41
3578,0,42,42
3579,0,42,41
3580,42,42,0
3581,41,42,41
3582,0,42,41
3583,0,42,41
3584,0,42,41
3585,0,42,41
3586,0,42,41
3587,41,42,41
3588,0,42,0
3589,0,42,41
3590,0,42,41
3591,0,42,41
3592,0,42,41
3593,41,0,41
3594,41,0,41
3595,0,42,41
3596,41,0,41
3597,41,42,41
3598,0,42,41
3599,0,42,41
3600,0,42,41
3601,0,42,0
3602,0,42,41
3603,0,0,41
3604,0,42,41
3605,0,42,41
3606,0,42,41
3607,0,42,41
3608,0,42,41
3609,0,42,41
3610,0,42,41
3611,0,42,41
3612,0,42,41
3613,0,42,41
3614,41,42,41
3615,0,42,41
3616,0,42,41
3617,0,42,41
3618,41,42,41
3619,0,42,41
3620,0,42,41
3621,41,0,41
3622,0,42,41
3623,0,42,41
3624,0,42,41
3625,0,42,41
3626,0,42,41
3627,41,0,41
3628,0,42,41
3629,0,42,41
3630,0,42,41
3631,0,42,41
3632,0,42,41
3633,0,42,41
3634,41,42,41
3635,41,42,41
3636,0,42,41
3637,0,42,41
3638,0,42,41
3639,0,42,41
3640,0,42,41
3641,0,0,41
3642,0,42,41
3643,0,42,41
3644,0,42,41
3645,41,0,41
3646,0,42,41
3647,41,0,41
3648,0,42,41
3649,0,42,41
3650,0,42,41
3651,0,42,41
3652,0,42,41
3653,0,42,41
3654,42,42,0
3655,41,42,41
3656,0,42,41
3657,0,42,0
3658,0,42,41
3659,0,42,41
3660,0,42,41
3661,0,42,41
3662,0,0,41
3663,41,42,41
3664,0,42,41
3665,0,42,41
3666,0,42,0
3667,0,42,41
3668,0,0,41
3669,0,42,41
3670,0,42,41
3671,0,42,41
3672,42,42,0
3673,0,42,41
3674,0,42,41
3675,0,42,41
3676,0,42,41
3677,0,0,41
3678,0,42,41
3679,0,42,41
3680,0,42,41
3681,0,42,41
3682,0,42,41
3683,0,42,41
3684,0,42,41
3685,41,0,41
3686,0,42,41
3687,0,42,41
3688,0,42,41
3689,0,0,41
3690,0,42,41
3691,0,42,41
3692,41,0,41
3693,0,42,41
3694,0,42,41
3695,41,0,41
3696,41,0,41
3697,0,42,41
3698,0,0,41
3699,41,0,41
3700,0,42,41
3701,0,42,41
3702,0,42,41
3703,0,0,41
3704,0,42,41
3705,41,0,41
3706,0,42,41
3707,0,42,41
3708,41,42,41
3709,41,0,41
3710,0,0,41
3711,41,0,41
3712,0,42,41
3713,0,42,41
3714,0,0,41
3715,41,0,41
3716,42,42,0
3717,0,42,41
3718,0,42,41
3719,0,42,41
3720,0,42,41
3721,41,42,41
3722,0,42,41
3723,0,42,41
3724,0,42,41
3725,0,42,41
3726,0,42,41
3727,0,42,41
3728,0,42,41
3729,0,42,41
3730,41,0,41
3731,41,42,41
3732,0,42,41
3733,0,42,41
3734,0,0,41
3735,0,42,41
3736,0,42,41
3737,0,42,41
3738,0,42,41
3739,41,0,41
3740,41,42,41
3741,0,42,41
3742,0,42,41
3743,0,42,41
3744,41,0,41
3745,0,42,41
3746,0,42,41
3747,0,42,41
3748,41,0,41
3749,0,42,41
3750,0,42,41
3751,0,42,41
3752,41,42,41
3753,41,42,41
3754,0,42,41
3755,41,42,41
3756,0,42,41
3757,0,42,41
3758,0,42,41
3759,0,42,41
3760,0,42,41
3761,42,42,0
3762,0,42,41
3763,0,42,41
3764,41,42,41
3765,0,42,41
3766,0,42,41
3767,0,42,41
3768,0,42,41
3769,0,0,41
3770,0,42,41
3771,0,42,41
3772,0,42,41
3773,0,42,41
3774,0,42,41
3775,41,42,41
3776,0,42,41
3777,0,42,41
3778,0,42,41
3779,0,42,41
3780,0,42,41
3781,0,42,41
3782,0,42,41
3783,0,42,41
3784,0,42,41
3785,0,0,41
3786,0,42,41
3787,0,42,41
3788,0,0,41
3789,0,42,41
3790,0,42,41
3791,0,42,41
3792,0,42,41
3793,0,42,41
3794,0,42,41
3795,0,42,41
3796,0,42,41
3797,41,0,41
3798,0,42,41
3799,0,42,41
3800,0,0,42
3801,0,42,41
3802,0,42,0
3803,0,42,41
3804,0,42,41
3805,0,42,41
3806,0,42,41
3807,0,0,41
3808,41,42,41
3809,0,42,41
3810,0,42,41
3811,42,42,0
3812,0,0,41
3813,0,42,41
3814,0,42,41
3815,0,42,41
3816,0,42,41
3817,0,42,0
3818,0,42,41
3819,0,42,41
3820,0,42,41
3821,0,0,41
3822,0,42,41
3823,41,42,41
3824,0,42,0
3825,0,42,41
3826,0,42,0
3827,42,42,0
3828,41,0,41
3829,0,42,41
3830,0,42,41
3831,0,42,41
3832,41,0,41
3833,0,42,41
3834,0,0,41
3835,0,42,41
3836,0,0,41
3837,0,42,41
3838,41,0,41
3839,0,42,41
3840,0,42,41
3841,0,42,41
3842,0,42,41
3843,0,42,41
3844,0,42,41
3845,0,42,41
3846,0,0,41
3847,41,0,41
3848,41,42,41
3849,0,42,41
3850,41,0,41
3851,0,42,41
3852,0,0,41
3853,0,42,41
3854,0,42,41
3855,0,42,41
3856,0,42,41
3857,0,42,41
3858,41,0,41
3859,0,0,41
3860,0,42,41
3861,0,41,42
3862,0,42,41
3863,0,42,41
3864,41,0,41
3865,0,42,41
3866,0,42,41
3867,0,42,41
3868,42,42,0
3869,0,42,41
3870,0,42,41
3871,0,42,41
3872,0,42,41
3873,0,42,41
3874,0,42,41
3875,41,0,41
3876,42,42,0
3877,0,42,41
3878,0,42,41
3879,0,42,41
3880,0,42,41
3881,0,42,41
3882,0,42,41
3883,0,42,41
3884,0,42,41
3885,0,42,41
3886,0,42,41
3887,0,42,41
3888,0,42,41
3889,0,42,41
3890,41,0,41
3891,41,42,41
3892,0,42,41
3893,41,0,41
3894,41,0,41
3895,0,42,41
3896,41,42,41
3897,0,42,41
3898,0,42,41
3899,0,42,41
3900,0,42,41
3901,0,42,41
3902,0,42,0
3903,0,42,41
3904,0,42,41
3905,0,42,41
3906,42,42,0
3907,41,42,41
3908,0,42,41
3909,0,42,41
3910,42,42,0
3911,42,42,0
3912,0,42,41
3913,41,0,41
3914,0,42,41
3915,0,42,41
3916,0,42,41
3917,0,42,41
3918,0,42,41
3919,0,42,41
3920,0,42,0
3921,42,42,0
3922,0,42,41
3923,0,42,41
3924,41,42,41
3925,0,42,41
3926,0,42,41
3927,0,42,41
3928,0,42,41
3929,0,42,41
3930,0,42,41
3931,0,42,41
3932,0,42,41
3933,0,42,41
3934,0,42,41
3935,0,0,41
3936,0,42,0
3937,0,42,41
3938,0,42,41
3939,41,42,41
3940,0,42,41
3941,0,42,41
3942,0,0,41
3943,0,42,0
3944,0,42,41
3945,0,42,41
3946,0,42,41
3947,41,42,41
3948,0,42,41
3949,0,42,41
3950,0,42,41
3951,0,42,41
3952,0,42,41
3953,0,0,41
3954,41,42,41
3955,41,42,41
3956,0,42,41
3957,0,42,41
3958,0,42,41
3959,0,42,41
3960,0,42,41
3961,0,42,41
3962,0,42,41
3963,0,42,41
3964,0,42,41
3965,41,0,41
3966,0,42,41
3967,0,42,41
3968,41,0,41
3969,0,42,41
3970,0,42,41
3971,0,42,0
3972,42,42,0
3973,0,42,41
3974,0,42,41
3975,41,0,41
3976,0,42,41
3977,0,42,41
3978,41,0,41
3979,0,42,41
3980,0,42,41
3981,41,42,41
3982,0,42,41
3983,41,42,41
3984,41,42,41
3985,0,42,41
3986,0,0,41
3987,0,42,41
3988,0,42,41
3989,41,42,41
3990,0,42,41
3991,0,42,41
3992,0,42,41
3993,0,42,41
3994,0,0,41
3995,0,42,41
3996,42,42,0
3997,0,42,41
3998,0,42,41
3999,0,42,41
4000,0,42,0
4001,42,42,0
4002,0,0,41
4003,0,42,41
4004,0,42,41
4005,0,42,41
4006,0,42,41
4007,0,42,41
4008,0,0,41
4009,41,42,41
4010,0,42,41
4011,0,42,41
4012,41,0,41
4013,0,42,41
4014,41,42,41
4015,0,42,41
4016,0,42,41
4017,0,42,41
4018,0,42,41
4019,0,42,0
4020,0,42,41
4021,0,42,41
4022,0,42,41
4023,0,42,41
4024,0,42,41
4025,0,42,41
4026,0,42,41
4027,0,42,41
4028,0,42,41
4029,0,42,41
4030,0,42,41
4031,0,0,41
4032,41,42,41
4033,0,42,41
4034,41,42,41
4035,0,42,41
4036,0,42,41
4037,0,42,41
4038,41,0,41
4039,0,42,41
4040,0,42,41
4041,0,42,41
4042,0,42,41
4043,0,42,41
4044,0,42,41
4045,0,42,0
4046,0,42,41
4047,0,42,41
4048,0,42,41
4049,0,42,41
4050,0,42,41
4051,0,42,41
4052,0,42,41
4053,0,42,41
4054,0,42,41
4055,0,42,41
4056,0,41,42
4057,0,0,0
4058,0,42,41
4059,0,42,41
4060,0,42,41
4061,41,0,41
4062,42,42,0
4063,0,42,41
4064,0,42,41
4065,0,42,41
4066,0,42,41
4067,0,42,41
4068,0,42,41
4069,0,42,41
4070,41,0,41
4071,0,42,41
4072,0,42,41
4073,41,0,41
4074,0,0,41
4075,42,42,0
4076,0,42,41
4077,0,42,41
4078,41,0,41
4079,0,42,41
4080,0,42,41
4081,0,42,41
4082,0,42,41
4083,41,0,41
4084,0,0,41
4085,41,42,41
4086,0,42,0
4087,0,42,41
4088,0,42,41
4089,0,42,41
4090,41,0,41
4091,42,42,0
4092,41,0,41
4093,42,42,0
4094,41,0,41
4095,0,42,41
4096,0,42,41
4097,0,42,41
4098,41,0,41
4099,0,42,41
4100,0,42,41
4101,0,0,41
4102,0,42,41
4103,0,42,41
4104,0,42,41
4105,0,42,41
4106,41,0,41
4107,41,42,41
4108,0,42,41
4109,0,42,41
4110,0,42,41
4111,0,42,41
4112,0,42,41
4113,42,42,0
4114,0,42,41
4115,42,42,0
4116,0,42,41
4117,42,42,0
4118,0,42,41
4119,41,42,41
4120,0,42,41
4121,0,42,41
4122,0,42,41
4123,0,42,41
4124,0,0,41
4125,41,42,41
4126,0,0,41
4127,0,42,41
4128,0,42,41
4129,41,0,41
4130,41,42,41
4131,0,42,41
4132,0,42,41
4133,0,42,41
4134,0,0,41
4135,41,0,41
4136,0,42,41
4137,0,42,41
4138,41,0,41
4139,0,42,41
4140,0,42,41
4141,42,42,0
4142,0,42,41
4143,0,42,41
4144,0,42,41
4145,0,42,41
4146,0,42,41
4147,0,42,41
4148,41,0,41
4149,0,42,41
4150,0,0,41
4151,0,42,41
4152,0,42,41
4153,0,42,41
4154,0,42,41
4155,0,42,41
4156,0,42,41
4157,41,0,41
4158,0,42,41
4159,0,42,41
4160,0,42,41
4161,41,0,41
4162,41,42,41
4163,0,42,41
4164,0,42,41
4165,0,42,41
4166,0,42,41
4167,41,0,41
4168,0,42,41
4169,0,42,41
4170,0,42,41
4171,41,42,41
4172,0,0,41
4173,0,42,41
4174,0,42,41
4175,0,42,41
4176,0,42,41
4177,0,42,41
4178,42,83,42
4179,42,83,42
4180,42,83,42
4181,42,83,42
4182,42,41,42
4183,42,83,42
4184,0,42,42
4185,0,42,42
4186,42,41,42
4187,42,83,42
4188,42,42,42
4189,42,41,42
4190,41,0,41
4191,41,42,41
4192,0,42,41
4193,0,42,41
4194,0,42,41
4195,0,42,41
4196,0,42,0
4197,0,42,41
4198,0,42,41
4199,0,42,41
4200,0,42,41
4201,0,42,41
4202,0,42,41
4203,0,42,41
4204,0,42,41
4205,42,41,42
4206,42,41,42
4207,42,41,42
4208,0,83,83
4209,42,41,42
4210,0,42,42
4211,42,41,42
4212,42,83,42
4213,42,41,42
4214,42,41,42
4215,42,41,42
4216,42,41,42
4217,42,41,42
4218,42,41,42
4219,42,41,42
4220,42,41,42
4221,42,41,42
4222,42,41,42
4223,42,83,84
4224,42,41,42
4225,42,83,83
4226,42,41,42
4227,42,42,0
4228,0,42,41
4229,41,0,41
4230,41,0,41
4231,41,0,41
4232,41,0,41
4233,0,42,41
4234,0,42,41
4235,0,42,41
4236,0,42,0
4237,0,42,41
4238,0,42,41
4239,41,42,41
4240,0,42,41
4241,0,42,41
4242,0,42,41
4243,0,42,41
4244,0,42,41
4245,0,42,41
4246,41,42,41
4247,0,42,0
4248,41,42,41
4249,0,42,41
4250,0,42,41
4251,0,42,41
4252,0,42,41
4253,0,42,41
4254,0,42,0
4255,0,42,0
4256,0,42,41
4257,41,42,41
4258,0,42,41
4259,0,42,41
4260,0,42,41
4261,0,42,41
4262,0,42,0
4263,0,42,41
4264,0,42,41
4265,0,42,41
4266,0,42,0
4267,41,0,41
4268,41,0,41
4269,0,42,41
4270,0,42,41
4271,0,42,41
4272,0,42,41
4273,0,42,41
4274,0,42,41
4275,0,42,41
4276,0,42,41
4277,0,42,41
4278,0,42,41
4279,0,42,41
4280,0,42,0
4281,41,42,41
4282,0,42,0
4283,41,0,41
4284,0,42,41
4285,0,42,41
4286,42,42,0
4287,0,42,41
4288,41,0,41
4289,0,42,41
4290,41,0,41
4291,0,42,41
4292,0,42,41
4293,41,0,41
4294,41,0,41
4295,41,0,41
4296,0,42,0
4297,0,42,0
4298,0,42,41
4299,0,42,41
4300,0,42,41
4301,0,42,41
4302,0,42,41
4303,0,42,0
4304,0,42,0
4305,42,42,0
4306,0,42,41
4307,0,42,41
4308,41,0,41
4309,42,42,0
4310,41,0,41
4311,0,42,41
4312,0,42,41
4313,0,42,41
4314,0,42,41
4315,0,42,41
4316,42,42,0
4317,0,42,41
4318,0,42,41
4319,0,42,41
4320,0,42,41
4321,0,42,0
4322,0,42,41
4323,0,42,41
4324,0,42,41
4325,0,42,0
4326,0,42,41
4327,0,42,41
4328,0,42,41
4329,0,42,41
4330,41,42,41
4331,41,0,41
4332,0,42,41
4333,0,42,41
4334,0,42,41
4335,0,42,0
4336,41,42,41
4337,0,42,0
4338,0,42,0
4339,0,42,41
4340,41,0,41
4341,0,42,0
4342,41,42,41
4343,0,42,41
4344,0,42,41
4345,0,42,0
4346,0,42,0
4347,41,0,41
4348,0,42,41
4349,41,0,41
4350,0,42,41
4351,0,42,41
4352,0,42,41
4353,0,42,41
4354,41,0,41
4355,41,0,41
4356,0,42,41
4357,0,42,41
4358,0,42,41
4359,0,42,41
4360,0,42,0
4361,41,0,41
4362,0,42,41
4363,0,42,41
4364,0,42,41
4365,0,42,41
4366,0,42,41
4367,0,42,41
4368,41,42,41
4369,41,42,41
4370,0,42,41
4371,42,42,0
4372,41,42,41
4373,0,42,41
4374,83,41,42
4375,0,42,41
4376,0,42,41
4377,0,42,41
4378,0,42,41
4379,0,42,41
4380,42,42,0
4381,42,42,0
4382,42,83,83
4383,42,42,0
4384,0,42,41
4385,0,42,41
4386,83,41,42
4387,0,42,41
4388,0,42,41
4389,0,42,41
4390,0,42,0
4391,41,0,41
4392,41,0,41
4393,0,42,41
4394,0,42,41
4395,41,0,41
4396,41,0,41
4397,0,42,41
4398,0,42,41
4399,0,42,41
4400,0,42,41
4401,0,42,41
4402,0,42,41
4403,0,42,41
4404,0,42,41
4405,0,42,41
4406,0,42,41
4407,0,42,41
4408,0,42,41
4409,0,42,41
4410,0,42,0
4411,42,42,42
4412,0,42,41
4413,0,42,0
4414,0,42,41
4415,0,42,0
4416,41,42,41
4417,41,42,41
4418,0,42,41
4419,0,42,41
4420,42,42,41
4421,83,41,42
4422,42,0,291
4423,42,250,84
4424,42,41,42
4425,41,42,42
4426,0,42,41
4427,0,42,41
4428,0,42,41
4429,41,42,41
4430,41,0,41
4431,0,42,41
4432,0,42,0
4433,42,42,0
4434,42,41,42
4435,41,42,41
4436,0,42,41
4437,0,42,41
4438,0,42,0
4439,0,42,41
4440,0,42,0
4441,0,42,41
4442,0,42,0
4443,0,42,41
4444,0,42,41
4445,83,41,42
4446,0,42,0
4447,41,0,41
4448,0,42,41
4449,0,42,41
4450,0,42,41
4451,0,42,41
4452,0,42,41
4453,0,42,41
4454,0,42,41
4455,0,42,41
4456,0,0,0
4457,0,0,0
4458,0,0,0
4459,0,42,41
4460,41,42,41
4461,0,42,41
4462,0,42,41
4463,0,42,41
4464,41,42,41
4465,41,83,84
4466,42,42,41
4467,41,83,84
4468,42,83,83
4469,83,41,42
4470,41,125,83
4471,42,83,42
4472,42,42,41
4473,41,83,84
4474,0,125,167
4475,83,41,42
4476,41,83,84
4477,0,42,41
4478,0,42,0
4479,0,42,41
4480,42,83,84
4481,0,42,42
4482,42,83,42
4483,42,83,84
4484,42,83,42
4485,42,41,42
4486,125,83,83
4487,0,0,0
4488,0,0,0
4489,0,0,0
4490,125,83,83
4491,83,41,83
4492,42,291,83
4493,42,41,42
4494,83,41,83
4495,42,42,41
4496,0,42,42
4497,83,41,42
4498,83,41,42
4499,83,41,42
4500,42,334,42
4501,41,83,84
4502,83,41,42
4503,83,41,42
4504,84,333,42
4505,42,84,83
4506,83,41,42
4507,84,167,166
4508,84,42,41
4509,42,84,83
4510,83,41,42
4511,83,83,250
4512,83,42,42
4513,83,41,42
4514,83,41,83
4515,333,42,42
4516,42,83,83
4517,41,83,84
4518,83,41,42
4519,83,41,42
4520,83,41,42
4521,83,41,42
4522,83,83,83
4523,83,41,42
4524,83,41,42
4525,83,41,83
4526,83,83,83
4527,41,83,84
4528,83,41,42
4529,83,41,42
4530,333,42,42
4531,0,41,42
4532,83,41,42
4533,0,42,41
4534,83,83,83
4535,83,41,42
4536,42,250,83
4537,83,41,42
4538,83,41,42
4539,83,83,83
4540,83,41,42
4541,41,83,42
4542,41,41,42
4543,83,41,42
4544,0,42,41
4545,83,41,42
4546,41,83,84
4547,83,83,83
4548,83,41,42
4549,250,84,42
4550,42,83,83
4551,0,42,41
4552,42,42,42
4553,41,83,125
4554,83,41,83
4555,84,416,208
4556,0,0,0
4557,0,0,0
4558,0,0,0
4559,0,0,0
4560,0,0,0
4561,125,83,375
4562,84,125,42
4563,84,84,125
4564,83,375,83
4565,42,41,42
4566,84,83,83
4567,42,41,42
4568,42,41,42
4569,83,83,125
4570,83,83,83
4571,83,83,83
4572,84,84,84
4573,42,83,42
4574,84,84,84
4575,42,83,42
4576,84,83,84
4577,42,83,84
4578,42,41,42
4579,83,83,83
4580,42,83,84
4581,42,41,42
4582,84,83,84
4583,0,42,42
4584,83,83,83
4585,84,84,84
4586,42,41,42
4587,0,42,41
4588,83,41,42
4589,0,42,41
4590,0,42,0
4591,84,42,41
4592,83,41,42
4593,83,41,42
4594,41,0,41
4595,0,42,41
4596,0,42,41
4597,250,41,84
4598,0,42,41
4599,0,42,41
4600,83,41,42
4601,83,41,42
4602,0,42,0
4603,41,41,42
4604,41,41,42
4605,0,42,41
4606,0,42,41
4607,83,42,42
4608,0,42,41
4609,0,42,41
4610,0,42,41
4611,41,83,84
4612,0,42,41
4613,83,41,42
4614,0,42,41
4615,0,42,41
4616,41,41,42
4617,0,42,41
4618,0,42,41
4619,83,42,42
4620,42,42,0
4621,208,41,42
4622,83,41,42
4623,83,41,42
4624,83,42,42
4625,83,41,42
4626,83,41,42
4627,42,83,83
4628,83,41,42
4629,83,41,42
4630,83,41,42
4631,42,250,42
4632,42,42,42
4633,41,41,42
4634,41,42,41
4635,0,42,41
4636,41,83,84
4637,0,42,41
4638,83,41,42
4639,41,83,84
4640,0,42,41
4641,41,83,84
4642,41,41,42
4643,42,83,42
4644,42,42,41
4645,0,42,41
4646,83,41,42
4647,83,41,42
4648,0,42,41
4649,0,42,41
4650,83,41,42
4651,83,41,42
4652,42,42,42
4653,83,41,42
4654,0,42,41
4655,83,41,42
4656,41,41,84
4657,83,41,42
4658,42,84,83
4659,0,42,41
4660,83,42,42
4661,41,41,42
4662,83,41,42
4663,41,250,42
4664,83,41,42
4665,83,41,42
4666,41,83,84
4667,84,250,42
4668,42,42,42
4669,42,83,83
4670,0,42,41
4671,83,42,42
4672,83,41,42
4673,84,250,42
4674,83,42,42
4675,83,41,42
4676,83,41,42
4677,42,83,83
4678,42,83,83
4679,83,41,42
4680,83,41,42
4681,0,42,41
4682,83,41,42
4683,42,125,125
4684,42,83,42
4685,0,42,41
4686,0,42,41
4687,41,83,84
4688,41,0,41
4689,41,0,41
4690,41,0,41
4691,41,42,41
4692,83,41,42
4693,0,42,41
4694,83,41,42
4695,41,41,42
4696,41,83,84
4697,0,42,41
4698,0,42,41
4699,0,42,41
4700,41,83,41
4701,42,84,125
4702,83,41,42
4703,83,41,42
4704,0,42,41
4705,83,41,42
4706,0,42,42
4707,83,41,42
4708,0,42,41
4709,41,83,84
4710,0,42,41
4711,41,42,41
4712,83,41,42
4713,41,42,41
4714,0,42,41
4715,83,41,42
4716,0,42,41
4717,0,42,41
4718,0,42,41
4719,41,42,41
4720,41,83,84
4721,0,42,41
4722,41,42,41
4723,0,42,41
4724,42,42,41
4725,41,83,84
4726,0,42,41
4727,83,41,42
4728,83,41,42
4729,0,42,41
4730,0,42,41
4731,0,42,41
4732,41,42,41
4733,0,42,83
4734,83,41,42
4735,0,42,41
4736,83,41,42
4737,0,42,41
4738,0,42,41
4739,0,42,0
4740,41,41,42
4741,0,42,41
4742,0,42,41
4743,83,42,42
4744,42,42,125
4745,84,83,83
4746,41,42,0
4747,83,41,42
4748,42,42,0
4749,0,42,41
4750,0,42,0
4751,42,42,0
4752,0,42,41
4753,83,41,42
4754,42,42,0
4755,0,42,41
4756,0,42,0
4757,83,41,42
4758,0,42,0
4759,0,42,41
4760,0,42,0
4761,0,42,0
4762,41,83,84
4763,41,42,41
4764,209,41,42
