Slot,Square,Multiply,Reduce
1659,41,0,41
1660,0,42,41
1661,0,42,41
1662,42,42,0
1663,41,42,41
1664,0,42,41
1665,0,42,41
1666,0,42,41
1667,0,42,41
1668,0,42,41
1669,0,42,41
1670,41,0,41
1671,41,42,41
1672,0,42,41
1673,41,0,41
1674,42,42,0
1675,42,42,0
1676,0,42,41
1677,41,0,41
1678,42,42,0
1679,42,42,0
1680,0,42,0
1681,0,42,41
1682,0,42,41
1683,0,42,41
1684,41,0,41
1685,41,42,41
1686,41,42,41
1687,0,42,41
1688,0,42,41
1689,0,42,41
1690,0,42,41
1691,0,42,41
1692,0,42,41
1693,0,42,41
1694,0,42,41
1695,0,42,41
1696,0,42,0
1697,42,42,0
1698,41,0,41
1699,0,0,41
1700,41,42,41
1701,0,42,41
1702,41,0,41
1703,41,42,41
1704,0,42,41
1705,0,42,0
1706,0,42,41
1707,0,42,41
1708,41,42,41
1709,0,42,41
1710,0,42,41
1711,41,42,41
1712,0,42,41
1713,0,42,41
1714,0,42,41
1715,0,42,41
1716,0,0,41
1717,0,0,41
1718,41,42,41
1719,0,42,41
1720,41,0,41
1721,41,0,41
1722,42,42,0
1723,41,42,41
1724,0,42,41
1725,0,42,41
1726,0,42,0
1727,42,42,0
1728,0,42,41
1729,0,42,41
1730,41,0,41
1731,0,42,41
1732,0,42,41
1733,41,42,41
1734,0,42,41
1735,0,42,41
1736,41,42,41
1737,0,42,41
1738,0,42,41
1739,0,42,41
1740,42,42,0
1741,0,42,41
1742,0,42,41
1743,0,42,41
1744,0,42,41
1745,42,42,0
1746,41,42,41
1747,0,42,41
1748,0,42,0
1749,0,42,41
1750,0,42,41
1751,0,42,41
1752,41,0,41
1753,0,42,0
1754,0,42,41
1755,0,42,41
1756,0,42,41
1757,0,42,0
1758,0,42,41
1759,0,42,41
1760,0,42,41
1761,0,42,41
1762,0,42,41
1763,0,42,41
1764,0,42,41
1765,0,42,41
1766,0,42,41
1767,0,42,41
1768,41,0,41
1769,41,0,41
1770,41,0,41
1771,0,42,41
1772,0,42,41
1773,0,42,0
1774,41,42,41
1775,41,42,41
1776,0,42,41
1777,0,42,41
1778,41,42,41
1779,0,42,41
1780,0,42,41
1781,0,42,41
1782,0,42,41
1783,41,0,41
1784,0,42,41
1785,0,42,41
1786,0,42,41
1787,42,42,0
1788,41,42,41
1789,0,42,41
1790,0,42,41
1791,0,42,41
1792,0,42,41
1793,0,42,41
1794,0,42,41
1795,42,42,0
1796,0,42,41
1797,0,42,41
1798,0,42,41
1799,0,42,41
1800,0,42,41
1801,41,0,41
1802,0,42,41
1803,0,42,41
1804,0,42,41
1805,41,0,41
1806,42,42,0
1807,0,42,0
1808,41,0,41
1809,41,0,41
1810,0,42,41
1811,41,0,41
1812,42,42,0
1813,41,42,41
1814,0,42,41
1815,0,42,41
1816,41,42,41
1817,41,0,41
1818,0,42,41
1819,0,42,41
1820,0,0,41
1821,41,42,41
1822,42,42,0
1823,0,42,41
1824,0,42,41
1825,41,0,41
1826,41,42,41
1827,0,0,41
1828,41,0,41
1829,0,42,41
1830,0,42,41
1831,0,42,41
1832,0,42,41
1833,0,42,41
1834,41,42,41
1835,0,42,41
1836,0,0,41
1837,0,42,41
1838,0,42,0
1839,0,42,41
1840,0,42,41
1841,0,42,41
1842,0,42,41
1843,0,42,41
1844,0,42,41
1845,0,42,41
1846,0,42,41
1847,0,42,41
1848,0,42,41
1849,0,42,41
1850,0,42,41
1851,0,42,41
1852,0,42,41
1853,0,42,41
1854,41,0,41
1855,41,42,41
1856,0,42,41
1857,0,42,41
1858,0,42,41
1859,0,42,41
1860,0,42,41
1861,0,42,41
1862,0,42,41
1863,0,42,41
1864,0,42,41
1865,0,42,41
1866,0,42,41
1867,0,42,41
1868,0,42,41
1869,41,0,41
1870,41,0,41
1871,0,42,41
1872,0,42,41
1873,0,42,41
1874,0,42,41
1875,0,0,41
1876,0,42,41
1877,0,42,41
1878,0,0,41
1879,41,42,41
1880,0,42,41
1881,0,42,41
1882,0,42,41
1883,0,42,41
1884,41,42,41
1885,0,42,41
1886,0,42,41
1887,41,0,41
1888,41,0,41
1889,41,0,41
1890,42,42,0
1891,0,42,41
1892,0,42,41
1893,0,42,41
1894,0,42,41
1895,0,42,41
1896,0,42,41
1897,0,0,41
1898,0,42,41
1899,0,42,0
1900,0,42,41
1901,0,0,41
1902,41,0,41
1903,0,42,41
1904,0,42,41
1905,0,42,41
1906,0,42,41
1907,0,42,41
1908,0,42,41
1909,0,42,41
1910,0,42,0
1911,41,42,41
1912,0,42,41
1913,0,42,41
1914,0,42,41
1915,0,42,41
1916,41,0,41
1917,0,42,41
1918,0,42,41
1919,41,42,41
1920,42,42,0
1921,0,42,41
1922,0,42,41
1923,41,0,41
1924,0,42,41
1925,0,42,41
1926,0,42,41
1927,0,42,41
1928,41,42,41
1929,0,42,41
1930,0,42,41
1931,0,42,41
1932,0,42,41
1933,0,42,41
1934,0,42,41
1935,0,42,41
1936,0,42,41
1937,0,42,41
1938,0,42,41
1939,0,42,41
1940,41,0,41
1941,0,0,41
1942,0,42,41
1943,0,42,41
1944,0,0,41
1945,41,0,41
1946,0,42,41
1947,0,42,41
1948,0,42,41
1949,0,42,41
1950,0,42,41
1951,0,42,0
1952,0,42,41
1953,0,42,41
1954,41,0,41
1955,0,42,41
1956,0,42,41
1957,0,42,41
1958,0,42,41
1959,0,42,41
1960,0,42,41
1961,0,0,41
1962,0,0,41
1963,41,0,41
1964,0,42,41
1965,41,0,41
1966,0,42,41
1967,41,0,41
1968,0,0,41
1969,0,42,41
1970,0,42,41
1971,0,42,41
1972,0,42,41
1973,41,0,41
1974,0,42,41
1975,0,42,41
1976,0,42,41
1977,0,42,41
1978,0,42,41
1979,0,42,41
1980,0,0,41
1981,41,42,41
1982,0,42,41
1983,0,42,41
1984,41,0,41
1985,0,42,41
1986,0,42,41
1987,0,42,41
1988,0,42,41
1989,0,42,41
1990,0,42,41
1991,0,42,41
1992,41,0,41
1993,0,0,41
1994,0,42,41
1995,0,42,41
1996,0,42,41
1997,0,42,41
1998,41,0,41
1999,41,42,41
2000,0,42,41
2001,0,42,41
2002,0,42,41
2003,0,42,41
2004,0,42,41
2005,0,42,41
2006,0,42,41
2007,0,42,41
2008,0,42,41
2009,0,42,41
2010,0,42,41
2011,41,0,41
2012,41,42,41
2013,0,42,41
2014,0,42,41
2015,0,42,41
2016,0,0,41
2017,41,0,41
2018,0,42,41
2019,0,42,41
2020,0,42,41
2021,0,42,41
2022,0,42,41
2023,41,0,41
2024,41,0,41
2025,0,42,41
2026,0,42,41
2027,41,0,41
2028,42,42,0
2029,0,42,41
2030,0,42,41
2031,0,42,41
2032,0,42,41
2033,0,42,41
2034,0,42,41
2035,0,42,41
2036,0,42,41
2037,0,42,41
2038,0,42,41
2039,0,42,41
2040,41,0,41
2041,0,42,41
2042,0,42,41
2043,42,42,0
2044,0,42,41
2045,0,42,41
2046,0,0,41
2047,41,0,41
2048,0,42,41
2049,0,42,41
2050,0,42,41
2051,0,42,41
2052,41,42,41
2053,0,42,0
2054,0,42,41
2055,0,42,41
2056,42,42,42
2057,0,0,0
2058,0,42,41
2059,0,42,41
2060,0,42,41
2061,0,42,41
2062,41,0,41
2063,42,42,0
2064,41,42,41
2065,0,42,41
2066,0,42,41
2067,0,42,41
2068,0,42,0
2069,0,42,41
2070,0,42,41
2071,0,42,41
2072,0,42,41
2073,0,42,41
2074,0,42,41
2075,0,42,41
2076,0,42,41
2077,0,42,41
2078,41,0,41
2079,0,42,41
2080,0,42,0
2081,0,42,41
2082,0,42,41
2083,41,0,41
2084,41,0,41
2085,41,42,41
2086,42,42,0
2087,41,42,41
2088,0,42,41
2089,0,0,41
2090,0,42,41
2091,0,41,0
2092,0,42,41
2093,0,42,41
2094,41,42,41
2095,0,42,41
2096,0,42,41
2097,41,0,41
2098,42,42,0
2099,0,0,41
2100,0,42,0
2101,0,42,41
2102,41,0,41
2103,0,42,41
2104,0,42,41
2105,0,42,41
2106,0,42,41
2107,0,42,41
2108,41,42,41
2109,0,42,41
2110,0,42,41
2111,0,42,41
2112,0,42,41
2113,0,42,41
2114,0,42,41
2115,0,42,41
2116,0,42,41
2117,0,42,41
2118,0,42,41
2119,41,42,41
2120,41,42,41
2121,0,42,41
2122,0,42,41
2123,0,42,41
2124,0,42,41
2125,0,42,41
2126,0,42,41
2127,41,0,41
2128,0,42,41
2129,0,42,41
2130,0,42,41
2131,0,42,41
2132,0,42,41
2133,0,42,41
2134,0,42,41
2135,0,0,41
2136,41,42,41
2137,0,42,41
2138,0,42,41
2139,0,42,41
2140,0,42,41
2141,0,42,41
2142,0,42,41
2143,0,42,41
2144,0,42,41
2145,0,42,41
2146,0,42,41
2147,0,0,41
2148,42,42,0
2149,41,0,41
2150,0,42,41
2151,0,42,41
2152,0,42,0
2153,0,42,41
2154,41,0,41
2155,41,42,41
2156,0,42,41
2157,0,42,0
2158,0,42,0
2159,0,42,41
2160,0,42,41
2161,0,42,41
2162,0,42,41
2163,0,42,41
2164,0,42,41
2165,0,42,41
2166,0,42,41
2167,0,0,41
2168,0,42,41
2169,0,0,41
2170,0,42,41
2171,41,42,41
2172,41,42,41
2173,0,42,41
2174,0,0,41
2175,0,42,41
2176,0,42,41
2177,0,42,41
2178,0,42,41
2179,0,42,41
2180,41,0,41
2181,41,42,41
2182,0,42,41
2183,0,42,41
2184,41,42,41
2185,0,42,41
2186,0,42,41
2187,0,42,41
2188,0,42,41
2189,0,42,41
2190,0,42,41
2191,0,42,41
2192,0,42,41
2193,0,42,41
2194,0,42,41
2195,0,42,41
2196,0,42,41
2197,0,42,41
2198,0,42,41
2199,0,42,41
2200,0,42,41
2201,41,42,41
2202,0,42,41
2203,0,42,41
2204,0,42,41
2205,0,42,41
2206,0,42,41
2207,0,42,41
2208,0,42,41
2209,0,42,41
2210,0,42,41
2211,0,42,41
2212,0,42,41
2213,0,42,41
2214,41,0,41
2215,41,0,41
2216,42,42,0
2217,0,42,41
2218,41,0,41
2219,41,0,41
2220,41,0,41
2221,0,42,0
2222,41,42,41
2223,0,42,41
2224,0,42,41
2225,0,0,41
2226,41,0,41
2227,0,42,41
2228,41,0,41
2229,0,42,41
2230,0,42,41
2231,0,42,41
2232,0,42,41
2233,0,42,41
2234,0,42,41
2235,0,42,41
2236,41,42,41
2237,0,42,41
2238,0,42,41
2239,0,42,41
2240,41,0,41
2241,0,0,41
2242,41,42,41
2243,0,42,41
2244,0,42,41
2245,0,42,41
2246,0,42,41
2247,41,42,41
2248,0,42,41
2249,0,42,41
2250,0,42,41
2251,42,42,0
2252,0,42,41
2253,0,42,41
2254,0,42,41
2255,0,42,41
2256,41,0,41
2257,0,42,41
2258,41,42,41
2259,0,42,41
2260,0,42,41
2261,0,42,41
2262,0,42,41
2263,42,42,0
2264,41,0,41
2265,41,0,41
2266,41,42,41
2267,0,42,41
2268,0,42,41
2269,41,0,41
2270,41,0,41
2271,41,0,41
2272,0,42,41
2273,0,42,41
2274,0,42,41
2275,0,42,41
2276,0,42,41
2277,41,0,41
2278,41,0,41
2279,42,42,0
2280,0,42,41
2281,0,42,41
2282,0,42,41
2283,42,42,0
2284,0,42,41
2285,0,42,41
2286,41,42,41
2287,0,42,41
2288,0,42,41
2289,0,42,41
2290,0,42,41
2291,0,42,41
2292,0,42,41
2293,0,42,41
2294,0,42,41
2295,0,42,41
2296,0,42,41
2297,0,42,41
2298,0,42,41
2299,0,42,41
2300,42,42,0
2301,41,0,41
2302,0,42,41
2303,0,42,41
2304,0,42,41
2305,0,42,41
2306,41,0,41
2307,0,42,41
2308,42,42,0
2309,0,42,41
2310,0,42,41
2311,41,0,41
2312,41,42,41
2313,0,42,41
2314,0,42,41
2315,0,42,41
2316,0,42,41
2317,41,0,41
2318,0,42,41
2319,0,42,41
2320,0,42,41
2321,0,42,41
2322,0,42,41
2323,0,42,41
2324,41,42,41
2325,0,42,41
2326,0,42,41
2327,0,42,41
2328,0,42,41
2329,0,42,41
2330,0,42,41
2331,0,42,41
2332,0,42,41
2333,41,42,41
2334,41,42,41
2335,0,42,41
2336,0,42,41
2337,0,42,41
2338,0,42,41
2339,0,42,41
2340,0,42,41
2341,0,42,41
2342,0,42,41
2343,0,42,41
2344,0,42,41
2345,0,42,41
2346,0,42,41
2347,0,42,41
2348,0,42,41
2349,0,42,41
2350,0,42,41
2351,0,42,41
2352,0,42,41
2353,0,42,41
2354,0,42,41
2355,0,42,41
2356,0,42,41
2357,0,42,41
2358,41,42,41
2359,0,42,41
2360,0,42,41
2361,0,42,41
2362,0,42,41
2363,0,42,41
2364,0,42,41
2365,0,42,41
2366,0,42,41
2367,0,42,41
2368,0,42,41
2369,0,42,41
2370,0,42,41
2371,0,0,41
2372,0,42,41
2373,0,42,41
2374,0,42,41
2375,0,42,41
2376,0,42,41
2377,0,42,41
2378,0,42,41
2379,42,42,0
2380,0,42,41
2381,0,42,0
2382,0,42,41
2383,0,42,41
2384,0,42,41
2385,0,42,41
2386,0,42,41
2387,0,42,41
2388,0,42,41
2389,0,42,41
2390,0,42,41
2391,41,42,41
2392,0,42,41
2393,0,42,0
2394,0,42,41
2395,0,42,41
2396,41,0,41
2397,0,0,41
2398,0,42,41
2399,0,42,41
2400,0,42,41
2401,0,42,41
2402,41,0,41
2403,0,42,41
2404,0,42,41
2405,0,42,41
2406,0,42,41
2407,0,42,41
2408,0,42,41
2409,0,42,41
2410,0,42,41
2411,0,42,41
2412,0,42,41
2413,41,42,41
2414,41,42,41
2415,0,42,41
2416,0,42,41
2417,0,42,41
2418,0,42,41
2419,0,42,41
2420,0,42,41
2421,0,42,41
2422,0,42,41
2423,0,42,41
2424,0,42,41
2425,0,42,41
2426,0,42,41
2427,0,42,41
2428,0,42,41
2429,0,42,41
2430,0,42,41
2431,0,42,41
2432,0,42,41
2433,0,42,41
2434,0,42,41
2435,0,42,41
2436,0,42,41
2437,0,42,41
2438,0,42,41
2439,0,42,41
2440,0,42,41
2441,0,42,41
2442,0,42,41
2443,0,42,41
2444,41,0,41
2445,0,42,41
2446,0,42,41
2447,0,42,0
2448,0,42,41
2449,0,42,41
2450,41,42,41
2451,0,42,41
2452,0,42,41
2453,0,42,41
2454,0,0,41
2455,41,42,41
2456,0,42,41
2457,0,42,41
2458,0,42,41
2459,0,42,41
2460,0,42,41
2461,0,42,41
2462,0,42,41
2463,0,42,41
2464,0,42,41
2465,0,42,41
2466,0,42,41
2467,0,42,41
2468,0,42,41
2469,0,42,41
2470,0,42,41
2471,41,0,41
2472,0,42,41
2473,0,42,41
2474,0,42,41
2475,0,42,41
2476,0,42,41
2477,41,0,41
2478,0,42,41
2479,0,42,41
2480,0,42,41
2481,0,42,41
2482,0,42,41
2483,0,42,41
2484,0,42,41
2485,0,42,41
2486,0,42,41
2487,41,42,41
2488,0,42,41
2489,0,42,41
2490,0,42,41
2491,0,42,41
2492,0,42,41
2493,0,42,41
2494,0,42,41
2495,0,42,41
2496,0,42,41
2497,0,42,41
2498,0,42,41
2499,0,42,41
2500,0,42,41
2501,0,42,41
2502,0,42,41
2503,0,42,42
2504,0,42,41
2505,0,42,41
2506,0,42,41
2507,0,42,41
2508,0,42,41
2509,42,42,0
2510,0,42,41
2511,0,42,41
2512,41,42,41
2513,0,42,41
2514,0,42,41
2515,0,42,0
2516,0,42,41
2517,41,0,41
2518,0,42,41
2519,0,42,41
2520,0,42,41
2521,0,42,41
2522,0,42,41
2523,0,42,41
2524,0,42,41
2525,0,42,41
2526,0,42,41
2527,0,42,41
2528,0,42,41
2529,0,42,41
2530,0,42,41
2531,0,42,41
2532,0,42,41
2533,0,42,41
2534,0,42,41
2535,0,42,41
2536,0,42,0
2537,0,42,41
2538,0,42,41
2539,0,42,41
2540,0,42,41
2541,0,42,41
2542,41,42,41
2543,0,42,41
2544,0,42,41
2545,0,42,41
2546,0,42,41
2547,0,42,41
2548,0,42,41
2549,0,42,41
2550,0,42,41
2551,0,42,41
2552,41,42,41
2553,0,42,41
2554,0,42,41
2555,0,42,41
2556,0,42,41
2557,0,0,0
2558,0,42,41
2559,0,42,41
2560,0,42,41
2561,41,42,41
2562,0,42,41
2563,0,42,41
2564,0,41,42
2565,0,42,41
2566,0,42,41
2567,0,42,41
2568,0,42,41
2569,41,42,41
2570,0,42,41
2571,0,42,41
2572,41,0,41
2573,41,42,41
2574,0,42,41
2575,41,0,41
2576,0,42,41
2577,41,0,41
2578,0,42,41
2579,42,42,0
2580,0,42,41
2581,0,42,0
2582,0,42,41
2583,0,42,41
2584,0,0,41
2585,0,42,41
2586,0,42,41
2587,0,0,41
2588,41,42,41
2589,41,42,41
2590,0,42,41
2591,0,42,41
2592,0,42,41
2593,0,42,41
2594,0,42,41
2595,0,42,41
2596,0,42,41
2597,41,0,41
2598,0,42,41
2599,0,0,41
2600,0,42,41
2601,0,42,41
2602,0,42,41
2603,0,42,41
2604,0,42,41
2605,41,0,41
2606,0,42,41
2607,0,42,41
2608,0,42,41
2609,0,42,41
2610,0,42,41
2611,41,0,41
2612,0,42,41
2613,0,42,0
2614,41,0,41
2615,0,42,41
2616,0,42,41
2617,0,42,41
2618,0,42,41
2619,0,42,41
2620,0,42,41
2621,42,42,0
2622,41,0,41
2623,0,42,41
2624,0,42,41
2625,0,42,83
2626,0,42,41
2627,41,0,41
2628,0,42,41
2629,0,42,41
2630,41,0,41
2631,0,42,41
2632,0,42,41
2633,41,0,41
2634,0,42,41
2635,0,42,41
2636,0,42,41
2637,0,42,41
2638,0,42,41
2639,0,0,41
2640,0,42,0
2641,41,0,41
2642,0,0,41
2643,41,0,41
2644,0,42,41
2645,0,42,41
2646,42,42,0
2647,0,42,41
2648,41,42,41
2649,0,42,41
2650,0,0,41
2651,0,0,41
2652,41,42,41
2653,0,42,41
2654,0,42,41
2655,0,42,41
2656,0,42,0
2657,0,42,41
2658,0,42,41
2659,0,42,41
2660,41,42,41
2661,41,42,41
2662,0,0,41
2663,0,42,41
2664,0,42,41
2665,41,0,41
2666,0,42,41
2667,41,0,41
2668,0,42,41
2669,0,42,0
2670,0,42,41
2671,0,42,41
2672,0,42,41
2673,0,42,41
2674,41,0,41
2675,0,42,41
2676,42,42,0
2677,0,42,41
2678,0,42,41
2679,0,42,41
2680,0,42,0
2681,41,42,41
2682,0,42,41
2683,41,0,41
2684,0,42,41
2685,0,42,41
2686,0,42,41
2687,0,0,41
2688,0,42,41
2689,0,42,41
2690,0,42,41
2691,0,42,41
2692,41,0,41
2693,0,42,41
2694,0,42,41
2695,0,42,41
2696,0,42,41
2697,0,0,41
2698,41,42,41
2699,0,42,41
2700,0,42,41
2701,0,42,41
2702,0,42,0
2703,41,42,41
2704,0,42,41
2705,0,42,41
2706,0,42,41
2707,0,42,41
2708,0,42,41
2709,0,42,41
2710,0,42,41
2711,0,42,41
2712,0,42,41
2713,41,0,41
2714,0,0,41
2715,41,42,41
2716,0,42,41
2717,0,42,41
2718,0,42,0
2719,0,42,41
2720,0,0,41
2721,0,42,41
2722,41,42,41
2723,0,42,41
2724,0,42,41
2725,0,42,41
2726,41,0,41
2727,42,42,0
2728,0,42,41
2729,0,42,41
2730,0,42,41
2731,0,42,41
2732,41,42,41
2733,0,0,41
2734,41,42,41
2735,41,42,41
2736,0,42,41
2737,0,42,41
2738,0,42,41
2739,0,0,41
2740,0,42,41
2741,0,42,41
2742,0,42,41
2743,0,0,41
2744,0,42,41
2745,0,42,41
2746,0,42,41
2747,0,42,41
2748,0,42,41
2749,0,42,41
2750,42,42,0
2751,41,0,41
2752,41,42,41
2753,0,42,41
2754,0,42,0
2755,0,42,41
2756,0,42,41
2757,41,0,41
2758,0,42,41
2759,0,42,41
2760,0,42,41
2761,41,0,41
2762,0,0,41
2763,41,0,41
2764,0,42,41
2765,0,42,41
2766,0,42,41
2767,0,42,41
2768,0,42,41
2769,0,42,41
2770,0,42,41
2771,41,0,41
2772,0,42,41
2773,0,42,41
2774,0,42,41
2775,0,42,41
2776,0,42,41
2777,0,42,41
2778,0,42,41
2779,0,42,41
2780,0,0,41
2781,0,42,41
2782,0,42,41
2783,41,42,41
2784,0,42,41
2785,0,42,41
2786,0,42,41
2787,0,42,41
2788,0,42,41
2789,0,42,41
2790,0,42,41
2791,0,42,41
2792,0,42,41
2793,0,42,41
2794,0,42,41
2795,0,42,41
2796,0,42,41
2797,0,42,41
2798,0,42,41
2799,41,42,41
2800,0,42,41
2801,0,0,41
2802,0,42,41
2803,0,42,41
2804,0,0,41
2805,0,42,41
2806,0,42,41
2807,0,42,41
2808,42,42,0
2809,0,42,0
2810,41,42,41
2811,41,42,41
2812,0,42,41
2813,0,42,41
2814,0,42,41
2815,42,42,0
2816,0,42,41
2817,0,42,41
2818,41,0,41
2819,0,42,41
2820,41,42,41
2821,0,42,41
2822,41,0,41
2823,0,42,41
2824,0,42,41
2825,41,0,41
2826,0,0,41
2827,0,42,41
2828,0,42,41
2829,0,42,41
2830,41,0,41
2831,0,42,41
2832,0,42,41
2833,0,0,41
2834,0,42,41
2835,0,42,41
2836,0,42,41
2837,41,0,41
2838,42,42,0
2839,41,42,41
2840,0,42,41
2841,0,42,41
2842,0,42,41
2843,0,42,41
2844,0,42,41
2845,0,42,41
2846,0,42,41
2847,0,42,41
2848,0,42,41
2849,0,42,41
2850,41,0,41
2851,0,42,41
2852,0,42,41
2853,0,42,41
2854,0,42,41
2855,0,42,41
2856,42,42,0
2857,0,42,41
2858,41,0,41
2859,0,42,41
2860,0,42,41
2861,0,42,41
2862,41,0,41
2863,0,42,41
2864,0,42,41
2865,0,42,41
2866,41,42,41
2867,0,42,41
2868,0,42,41
2869,0,0,41
2870,0,42,41
2871,0,42,41
2872,0,42,41
2873,0,42,41
2874,0,42,41
2875,0,42,41
2876,0,0,41
2877,0,42,41
2878,41,0,41
2879,41,42,41
2880,0,42,41
2881,0,42,41
2882,41,0,41
2883,41,0,41
2884,0,42,0
2885,0,42,41
2886,0,42,41
2887,0,42,41
2888,0,42,41
2889,0,42,41
2890,0,42,41
2891,41,0,41
2892,0,42,41
2893,0,42,41
2894,0,42,41
2895,0,42,41
2896,0,42,41
2897,41,0,41
2898,0,42,0
2899,41,0,41
2900,41,42,41
2901,0,42,41
2902,0,42,41
2903,0,42,41
2904,0,42,41
2905,41,0,41
2906,0,42,41
2907,41,0,41
2908,41,0,41
2909,0,42,41
2910,0,42,41
2911,0,42,41
2912,41,0,41
2913,0,42,41
2914,41,42,41
2915,41,42,41
2916,0,0,41
2917,0,42,41
2918,0,0,41
2919,0,42,41
2920,0,42,41
2921,0,0,41
2922,0,42,41
2923,0,42,41
2924,0,42,41
2925,0,42,41
2926,0,42,41
2927,0,42,41
2928,0,42,41
2929,0,42,41
2930,41,0,41
2931,0,42,41
2932,41,0,41
2933,41,42,41
2934,0,42,41
2935,0,42,41
2936,41,0,41
2937,41,42,41
2938,0,42,41
2939,0,42,41
2940,0,42,41
2941,0,42,41
2942,0,42,41
2943,42,42,0
2944,41,42,41
2945,0,42,41
2946,0,42,41
2947,0,42,41
2948,0,42,41
2949,0,42,41
2950,0,42,41
2951,0,42,41
2952,0,42,0
2953,0,42,41
2954,0,42,41
2955,0,42,41
2956,0,42,41
2957,41,0,41
2958,0,42,41
2959,0,42,41
2960,41,0,41
2961,0,0,41
2962,41,42,41
2963,0,42,41
2964,0,42,41
2965,41,0,41
2966,0,42,41
2967,0,0,41
2968,41,0,41
2969,41,0,41
2970,41,0,41
2971,42,42,0
2972,0,42,41
2973,41,0,41
2974,41,42,41
2975,41,42,41
2976,0,0,42
2977,0,42,41
2978,0,42,0
2979,0,42,41
2980,41,0,41
2981,0,42,41
2982,0,42,41
2983,0,42,41
2984,0,42,41
2985,0,42,41
2986,0,42,41
2987,41,42,41
2988,41,42,41
2989,0,42,41
2990,0,42,41
2991,0,42,41
2992,0,42,41
2993,0,42,41
2994,42,42,0
2995,0,42,41
2996,0,42,41
2997,0,42,41
2998,0,42,41
2999,0,0,41
3000,41,0,41
3001,0,42,41
3002,0,42,0
3003,0,42,41
3004,0,42,41
3005,0,42,41
3006,0,42,41
3007,0,42,41
3008,0,42,41
3009,0,42,41
3010,0,42,41
3011,0,42,41
3012,0,42,41
3013,0,42,41
3014,0,42,41
3015,41,0,41
3016,41,42,41
3017,0,42,41
3018,0,42,41
3019,0,42,41
3020,0,0,41
3021,0,42,41
3022,0,42,41
3023,41,42,41
3024,0,42,41
3025,0,0,41
3026,0,42,41
3027,0,0,41
3028,0,42,41
3029,0,42,41
3030,0,42,41
3031,0,42,41
3032,0,42,41
3033,0,42,41
3034,0,42,41
3035,0,42,41
3036,41,42,41
3037,0,42,41
3038,42,42,0
3039,0,42,41
3040,0,42,41
3041,0,42,41
3042,0,42,41
3043,0,42,41
3044,0,42,41
3045,0,42,41
3046,0,42,41
3047,0,42,41
3048,0,42,41
3049,41,42,41
3050,0,42,41
3051,0,42,41
3052,0,42,41
3053,0,42,41
3054,0,42,41
3055,0,0,41
3056,42,41,42
3057,0,0,0
3058,0,42,41
3059,0,42,41
3060,0,42,41
3061,0,42,41
3062,41,0,41
3063,0,42,41
3064,0,42,41
3065,0,42,41
3066,0,42,41
3067,41,0,41
3068,0,42,41
3069,41,42,41
3070,0,42,41
3071,41,0,41
3072,41,0,41
3073,0,42,41
3074,0,0,41
3075,0,42,41
3076,0,42,41
3077,0,42,41
3078,41,42,41
3079,0,42,0
3080,42,42,0
3081,0,42,41
3082,0,42,41
3083,0,42,41
3084,0,42,41
3085,0,42,41
3086,0,42,41
3087,0,42,41
3088,0,42,41
3089,0,42,41
3090,0,42,41
3091,0,42,0
3092,0,42,41
3093,0,42,41
3094,0,42,41
3095,0,42,41
3096,0,42,41
3097,0,42,41
3098,0,42,41
3099,0,42,41
3100,0,42,41
3101,0,42,41
3102,0,42,41
3103,0,42,41
3104,0,42,41
3105,41,0,41
3106,0,42,41
3107,0,42,41
3108,41,0,41
3109,0,42,41
3110,0,42,41
3111,0,42,41
3112,0,42,41
3113,0,42,41
3114,0,42,41
3115,0,42,41
3116,0,42,41
3117,0,42,41
3118,0,42,41
3119,0,42,41
3120,41,0,41
3121,0,42,41
3122,0,42,41
3123,41,0,41
3124,41,0,41
3125,41,42,41
3126,0,42,0
3127,0,42,41
3128,41,0,41
3129,41,42,41
3130,41,42,41
3131,0,42,41
3132,0,42,41
3133,0,42,41
3134,41,0,41
3135,41,42,41
3136,0,42,0
3137,41,42,41
3138,0,42,41
3139,0,42,41
3140,0,42,41
3141,0,42,41
3142,0,42,41
3143,0,42,41
3144,41,42,41
3145,0,42,41
3146,0,42,41
3147,0,42,41
3148,0,42,41
3149,41,0,41
3150,41,42,41
3151,0,42,41
3152,0,42,41
3153,0,42,41
3154,41,0,41
3155,41,42,41
3156,0,42,41
3157,0,42,41
3158,0,42,41
3159,0,42,41
3160,0,42,41
3161,41,42,41
3162,0,0,41
3163,0,42,41
3164,41,0,41
3165,41,0,41
3166,0,42,41
3167,0,42,41
3168,0,42,41
3169,0,42,41
3170,0,42,41
3171,0,42,41
3172,0,42,41
3173,0,42,41
3174,0,42,41
3175,0,42,41
3176,41,42,41
3177,0,0,41
3178,41,42,41
3179,0,42,41
3180,41,42,41
3181,0,42,41
3182,0,42,41
3183,0,42,41
3184,0,42,41
3185,0,42,41
3186,0,42,41
3187,0,42,41
3188,0,42,41
3189,0,42,41
3190,0,42,41
3191,0,42,41
3192,0,42,41
3193,41,0,41
3194,42,42,0
3195,0,42,41
3196,41,42,41
3197,0,42,41
3198,0,42,41
3199,0,42,41
3200,0,42,41
3201,0,42,41
3202,0,42,41
3203,0,0,41
3204,0,0,41
3205,0,0,41
3206,0,42,41
3207,0,42,41
3208,0,42,41
3209,0,42,41
3210,0,42,41
3211,0,42,41
